Function_name, Return_value, Error, Cycles
mexp, 6, 4.405e-15, 1.01649e+08
mexp, 5, 8.11087e-16, 9.7711e+07
mexp, 4, 1.47759e-15, 1.00074e+08
mexp, 3, 3.61249e-15, 8.73021e+07
mexp, 2, 2.0578e-15, 7.81584e+07
mexp, 1, 2.8865e-15, 7.4605e+07
