Function_name, Return_value, Error, Cycles
mexp, 6, 2.63151e-14, 1.50513e+11
mexp, 5, 1.37118e-15, 1.4991e+11
mexp, 4, 3.85676e-15, 1.46073e+11
mexp, 3, 1.02083e-14, 1.42814e+11
mexp, 2, 7.49649e-15, 1.40186e+11
mexp, 1, 1.04359e-14, 1.41477e+11
