Function_name, Return_value, Error, Cycles
mexp, 6, 1.7966e-14, 9.99551e+09
mexp, 5, 3.62009e-15, 9.41574e+09
mexp, 4, 2.55688e-15, 9.78558e+09
mexp, 3, 6.91012e-15, 9.04902e+09
mexp, 2, 4.99185e-15, 8.87115e+09
mexp, 1, 6.66119e-15, 8.39691e+09
