Function_name, Return_value, Error, Cycles
mexp, 6, 1.70966e-15, 1.26557e+06
mexp, 5, 4.81152e-15, 1.49777e+06
mexp, 4, 5.51477e-16, 1.3208e+06
mexp, 3, 1.01261e-15, 887606
mexp, 2, 1.07703e-15, 720230
mexp, 1, 1.33223e-15, 583478
