Function_name, Return_value, Error, Cycles
mexp, 6, 7.01001e-15, 72630.5
mexp, 5, 8.9267e-16, 75733.7
mexp, 4, 2.94378e-16, 69789.2
mexp, 3, 8.34649e-17, 46128.2
mexp, 2, 1.06972e-16, 34549.5
mexp, 1, 2.22038e-16, 27741.3
