Function_name, Return_value, Error, Cycles
mexp, 6, 2.98215e-14, 4.15318e+10
mexp, 5, 1.01041e-15, 3.72581e+10
mexp, 4, 2.9846e-15, 3.81843e+10
mexp, 3, 7.42822e-15, 3.3573e+10
mexp, 2, 8.1608e-15, 3.34978e+10
mexp, 1, 7.99334e-15, 3.22164e+10
