Function_name, Return_value, Cycles
mexp_no_blas, 6, 413546
mexp_no_blas, 5, 375634
mexp_no_blas, 4, 368097
mexp_no_blas, 3, 231207
mexp_no_blas, 2, 178919
mexp_no_blas, 1, 141383
