Function_name, Return_value, Cycles
mexp_no_blas, 6, 107010
mexp_no_blas, 5, 104280
mexp_no_blas, 4, 86313.4
mexp_no_blas, 3, 50856.8
mexp_no_blas, 2, 36635.6
mexp_no_blas, 1, 27652.4
