Function_name, Return_value, Cycles
mexp_no_blas, 6, 39861.7
mexp_no_blas, 5, 42350.4
mexp_no_blas, 4, 38357.3
mexp_no_blas, 3, 24146.1
mexp_no_blas, 2, 16826.4
mexp_no_blas, 1, 13294.2
