Function_name, Return_value, Cycles
mexp_no_blas, 6, 4.24386e+08
mexp_no_blas, 5, 4.25719e+08
mexp_no_blas, 4, 4.07785e+08
mexp_no_blas, 3, 3.666e+08
mexp_no_blas, 2, 3.50966e+08
mexp_no_blas, 1, 3.62786e+08
