Function_name, Return_value, Cycles
mexp_no_blas, 6, 3.36907e+10
mexp_no_blas, 5, 3.46648e+10
mexp_no_blas, 4, 3.35531e+10
mexp_no_blas, 3, 3.29445e+10
mexp_no_blas, 2, 3.26774e+10
mexp_no_blas, 1, 3.2723e+10
