Function_name, Return_value, Cycles
mexp_no_blas, 6, 206807
mexp_no_blas, 5, 228570
mexp_no_blas, 4, 206864
mexp_no_blas, 3, 101055
mexp_no_blas, 2, 62279.2
mexp_no_blas, 1, 36413.7
