Function_name, Return_value, Cycles
mexp_no_blas, 0, 39801.3
mexp_no_blas, 0, 39540.4
mexp_no_blas, 0, 39538.4
mexp_no_blas, 0, 39540.2
mexp_no_blas, 0, 39540
mexp_no_blas, 0, 39528
