Function_name, Return_value, Error, Cycles
mexp, 6, 1.56329e-14, 5.10981e+09
mexp, 5, 3.49622e-15, 4.57585e+09
mexp, 4, 2.30009e-15, 4.52029e+09
mexp, 3, 4.74894e-15, 4.1697e+09
mexp, 2, 5.79591e-15, 4.07376e+09
mexp, 1, 5.77297e-15, 4.05109e+09
