Function_name, Return_value, Error, Cycles
mexp, 6, 6.50462e-15, 74278.3
mexp, 5, 8.9267e-16, 76746.1
mexp, 4, 2.94378e-16, 72204.1
mexp, 3, 8.40445e-17, 47461.8
mexp, 2, 6.62111e-18, 35635.7
mexp, 1, 2.22038e-16, 28237.5
