Function_name, Return_value, Error, Cycles
mexp, 6, 9.90829e-15, 4.3457e+08
mexp, 5, 8.72701e-16, 3.89943e+08
mexp, 4, 1.49566e-15, 3.96161e+08
mexp, 3, 3.5189e-15, 3.25916e+08
mexp, 2, 4.83588e-15, 3.03436e+08
mexp, 1, 3.99667e-15, 2.76064e+08
