Function_name, Return_value, Error, Cycles
mexp, 6, 9.29831e-16, 82037.1
mexp, 5, 5.20261e-16, 84562.4
mexp, 4, 2.82095e-16, 112886
mexp, 3, 2.68446e-16, 71941.5
mexp, 2, 6.45744e-16, 38799.7
mexp, 1, 4.44075e-16, 30788.8
