Function_name, Return_value, Error, Cycles
mexp, 6, 1.83753e-15, 111621
mexp, 5, 1.51466e-15, 145879
mexp, 4, 2.12623e-16, 149363
mexp, 3, 3.67197e-16, 96422.1
mexp, 2, 6.39085e-16, 54544.4
mexp, 1, 4.44076e-16, 44390.9
