Function_name, Return_value, Error, Cycles
mexp, 6, 5.6529e-15, 5.9086e+07
mexp, 5, 9.19276e-16, 5.18267e+07
mexp, 4, 1.01554e-15, 6.0583e+07
mexp, 3, 2.46992e-15, 4.47879e+07
mexp, 2, 3.43025e-15, 4.07643e+07
mexp, 1, 3.10853e-15, 3.6058e+07
