Function_name, Return_value, Error, Cycles
mexp, 6, 6.78539e-15, 51168.5
mexp, 5, 6.8979e-16, 52117.4
mexp, 4, 3.43441e-16, 48208.2
mexp, 3, 8.34649e-17, 32145.8
mexp, 2, 1.06972e-16, 23539.5
mexp, 1, 2.22038e-16, 19097.1
