Function_name, Return_value, Error, Cycles
mexp, 6, 9.83969e-15, 6.43766e+08
mexp, 5, 8.3279e-16, 6.12784e+08
mexp, 4, 1.44635e-15, 6.11884e+08
mexp, 3, 3.52232e-15, 5.29847e+08
mexp, 2, 4.83584e-15, 4.9001e+08
mexp, 1, 3.99667e-15, 4.61977e+08
