Function_name, Return_value, Error, Cycles
mexp, 6, 5.73012e-15, 8.88255e+07
mexp, 5, 9.1248e-16, 8.30911e+07
mexp, 4, 1.04548e-15, 8.2828e+07
mexp, 3, 2.46509e-15, 7.04623e+07
mexp, 2, 3.43093e-15, 6.07518e+07
mexp, 1, 3.10853e-15, 5.85167e+07
