Function_name, Return_value, Error, Cycles
mexp, 6, 3.05942e-14, 5.81717e+10
mexp, 5, 1.05928e-15, 5.66212e+10
mexp, 4, 2.98474e-15, 5.53237e+10
mexp, 3, 7.42822e-15, 5.12355e+10
mexp, 2, 8.1608e-15, 4.9114e+10
mexp, 1, 7.99334e-15, 4.76606e+10
